Timestamp,Ticket,Action,Volume,Price,Realized_PnL,Peak_PnL,Reason
2026-09-22 11:04:04,2378451825,OPEN,0.01,4319.12,0.0,0.0,Momentum
2026-09-22 11:04:05,2378451860,OPEN,0.01,4318.95,0.0,0.0,Momentum
2026-09-22 11:07:36,2378463282,OPEN,0.01,4317.58,0.0,0.0,Momentum
2026-09-22 11:07:36,2378463293,OPEN,0.01,4317.45,0.0,0.0,Momentum
2026-09-22 11:09:10,2378471000,OPEN,0.01,4316.86,0.0,0.0,Momentum
2026-09-22 11:09:11,2378471031,OPEN,0.01,4316.79,0.0,0.0,Momentum
