Timestamp,Ticket,Action,Volume,Requested_Price,Executed_Price,Slippage,Spread_At_Entry,SL_Price,TP_Price,Status
2026-09-20 21:08:24,N/A,BUY,0.01,4378.217,0.0,0.0,0.05,4328.217,4379.217,FAILED_10018
2026-09-20 21:09:41,N/A,BUY,0.01,4378.217,0.0,0.0,0.05,4328.217,4379.217,FAILED_10018
2026-09-20 21:10:50,N/A,BUY,0.01,4378.217,0.0,0.0,0.05,4328.217,4379.217,FAILED_10027
2026-09-20 21:19:10,2026-09-20 21:22:12,2372845352,BUY,0.01,80872.31,80819.55,-0.61,-0.84,0.0,181,TIME_STOP_TRIGGERED
2026-09-20 21:32:01,2026-09-20 21:38:32,2372851874,BUY,1.0,80894.03,80934.03,31.25,-28.84,0.0,391,HIT_TP
