Timestamp,Ticket,Action,Volume,Entry_Price,SL,TP,Current_ATR,Comment
2026-09-20 23:10:21,2372972892,BUY,1.0,81196.35,81135.15,81277.95,40.8,Success
2026-09-20 23:15:32,2372979741,SELL,1.0,81135.43000000001,81196.9,81041.36,44.44,Success
2026-09-20 23:17:58,2372981647,BUY,1.0,81201.31,81126.85,81292.91,47.45,Success
2026-09-20 23:24:23,2372989623,BUY,1.0,81290.93000000001,81230.52,81378.87,42.38,Success
2026-09-20 23:25:59,2372991584,BUY,1.0,81227.42,81158.92,81318.76,45.67,Success
2026-09-20 23:28:41,2372994779,SELL,1.0,81158.42,81220.02,81076.29,41.07,Success
