Timestamp,Ticket,Action,Volume,Price,Realized_PnL,Reason
2026-09-22 06:00:51,2377486371,OPEN,0.01,4322.7,0.0,Momentum
2026-09-22 06:01:56,2377490120,OPEN,0.01,4320.92,0.0,Momentum
2026-09-22 06:01:57,2377490134,OPEN,0.01,4320.73,0.0,Momentum
2026-09-22 06:04:45,2377499762,OPEN,0.01,4319.49,0.0,Momentum
2026-09-22 06:04:45,2377499778,OPEN,0.01,4319.49,0.0,Momentum
2026-09-22 06:05:06,2377501822,OPEN,0.01,4318.13,0.0,Momentum
2026-09-22 06:05:07,2377501832,OPEN,0.01,4318.13,0.0,Momentum
2026-09-22 06:05:14,2377502589,OPEN,0.01,4317.18,0.0,Momentum
2026-09-22 06:05:14,2377502599,OPEN,0.01,4317.39,0.0,Momentum
2026-09-22 06:06:08,2377502589,CLOSE,0.01,4319.81,-2.63,STOP_HIT
2026-09-22 06:06:09,2377502599,CLOSE,0.01,4319.7,-2.42,STOP_HIT
2026-09-22 06:07:09,2377507704,OPEN,0.01,4319.44,0.0,Momentum
2026-09-22 06:07:10,2377507714,OPEN,0.01,4319.5,0.0,Momentum
2026-09-22 06:07:31,2377508605,OPEN,0.01,4319.06,0.0,Momentum
2026-09-22 06:07:32,2377508620,OPEN,0.01,4318.8,0.0,Momentum
2026-09-22 06:07:47,2377509519,OPEN,0.01,4317.29,0.0,Momentum
2026-09-22 06:08:00,2377511052,OPEN,0.01,4316.1,0.0,Momentum
2026-09-22 06:08:00,2377511078,OPEN,0.01,4316.1,0.0,Momentum
2026-09-22 06:08:06,2377511974,OPEN,0.01,4316.18,0.0,Momentum
2026-09-22 06:46:12,2377511974,CLOSE,0.01,4321.3,-5.12,STOP_HIT
2026-09-22 06:47:15,2377605599,OPEN,0.01,4318.21,0.0,Momentum
2026-09-22 06:47:16,2377605608,OPEN,0.01,4317.89,0.0,Momentum
2026-09-22 06:48:29,2377605599,CLOSE,0.01,4320.69,-2.48,STOP_HIT
2026-09-22 06:48:29,2377605608,CLOSE,0.01,4320.69,-2.8,STOP_HIT
2026-09-22 06:49:29,2377611173,OPEN,0.01,4321.88,0.0,Momentum
2026-09-22 06:49:29,2377611175,OPEN,0.01,4321.88,0.0,Momentum
2026-09-22 06:52:46,2377611173,CLOSE,0.01,4318.83,-3.05,STOP_HIT
2026-09-22 06:52:46,2377611175,CLOSE,0.01,4318.94,-3.05,STOP_HIT
2026-09-22 06:53:46,2377620418,OPEN,0.01,4319.18,0.0,Momentum
2026-09-22 06:53:46,2377620423,OPEN,0.01,4319.24,0.0,Momentum
2026-09-22 06:54:08,2377621002,OPEN,0.01,4318.51,0.0,Momentum
2026-09-22 06:54:08,2377621007,OPEN,0.01,4318.57,0.0,Momentum
2026-09-22 06:54:31,2377622022,OPEN,0.01,4317.98,0.0,Momentum
2026-09-22 06:54:31,2377622026,OPEN,0.01,4317.98,0.0,Momentum
2026-09-22 06:54:59,2377623034,OPEN,0.01,4317.39,0.0,Momentum
2026-09-22 06:54:59,2377623037,OPEN,0.01,4317.39,0.0,Momentum
